index,ipa,alphabet,score_abrupt-continuous,score_beautiful-ugly,score_big-small,score_dangerous-safe,score_delicate-rugged,score_exciting-calming,score_fast-slow,score_good-bad,score_happy-sad,score_hard-soft,score_harsh-mellow,score_heavy-light,score_inhibited-free,score_interesting-uninteresting,score_masculine-feminine,score_ordinary-unique,score_passive-active,score_pleasant-unpleasant,score_realistic-fantastical,score_sharp-round,score_simple-complex,score_solid-nonsolid,score_strong-weak,score_tense-relaxed
78,lejɡi,layggee,0.16999999999999998,-0.0766,0.24867999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.19994,0.10432,0.0,0.238786,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
79,lejɡej,laygaye,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
80,lejɡow,laygow,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
81,lejpi,laypee,0.0718,-0.0766,0.24867999999999996,0.036059999999999995,-0.085,0.021139999999999992,-0.03366,0.0,-0.08246,0.06000000000000001,0.08268,0.19994,0.022219999999999997,0.0,0.103586,-0.0692,-0.06906,0.0,-0.124148,-0.032446000000000016,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
82,lejpej,laypaye,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
83,lejpow,laypow,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
84,lejti,laytee,0.0718,-0.0766,0.24867999999999996,0.036059999999999995,-0.085,0.021139999999999992,-0.03366,0.0,-0.08246,0.06000000000000001,0.08268,0.19994,0.022219999999999997,0.0,0.103586,-0.0692,-0.06906,0.0,-0.124148,-0.032446000000000016,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
85,lejtej,laytaye,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
86,lejtow,laytow,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
87,lejki,laykee,0.0718,-0.0766,0.24867999999999996,0.036059999999999995,-0.085,0.021139999999999992,-0.03366,0.0,-0.08246,0.06000000000000001,0.08268,0.19994,0.022219999999999997,0.0,0.103586,-0.0692,-0.06906,0.0,-0.124148,-0.032446000000000016,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
88,lejkej,laykaye,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
89,lejkow,layko,0.05983333333333333,-0.06383333333333334,0.08636666666666666,0.030049999999999993,-0.07083333333333335,0.0754,0.056366666666666655,0.0,0.0,0.05000000000000001,0.0689,0.10533333333333333,0.018516666666666664,0.0,0.008666666666666656,-0.057666666666666665,-0.10835,0.0,-0.05772333333333333,0.05859499999999999,-0.12519666666666665,0.055,0.06775,0.027583333333333338
90,lɑli,lahlee,0.425,-0.1915,0.4404,0.2779,-0.4525,0.347325,0.238025,0.0,-0.103075,0.4445,0.4491,0.407925,0.2608,0.0,0.4804825,-0.173,-0.24885000000000002,0.0,-0.0686,0.372395,-0.37559,0.3705,0.31795,0.33155
91,lɑlej,lahlaye,0.33999999999999997,-0.1532,0.20728,0.22232,-0.362,0.3472,0.29172,0.0,0.0,0.3556,0.35928,0.2528,0.20864,0.0,0.2912,-0.1384,-0.26004,0.0,0.0,0.400676,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
92,lɑlow,lahlow,0.33999999999999997,-0.1532,0.20728,0.22232,-0.362,0.3472,0.29172,0.0,0.0,0.3556,0.35928,0.2528,0.20864,0.0,0.2912,-0.1384,-0.26004,0.0,0.0,0.400676,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
93,lɑmi,lahmee,0.425,-0.1915,0.4404,0.2779,-0.4525,0.347325,0.238025,0.0,-0.103075,0.4445,0.4491,0.407925,0.2608,0.0,0.4804825,-0.173,-0.24885000000000002,0.0,-0.0686,0.372395,-0.37559,0.3705,0.31795,0.33155
94,lɑmej,lahmaye,0.33999999999999997,-0.1532,0.20728,0.22232,-0.362,0.3472,0.29172,0.0,0.0,0.3556,0.35928,0.2528,0.20864,0.0,0.2912,-0.1384,-0.26004,0.0,0.0,0.400676,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
95,lɑmow,lahmow,0.33999999999999997,-0.1532,0.20728,0.22232,-0.362,0.3472,0.29172,0.0,0.0,0.3556,0.35928,0.2528,0.20864,0.0,0.2912,-0.1384,-0.26004,0.0,0.0,0.400676,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
96,lɑni,lahnee,0.425,-0.1915,0.4404,0.2779,-0.4525,0.347325,0.238025,0.0,-0.103075,0.4445,0.4491,0.407925,0.2608,0.0,0.4804825,-0.173,-0.24885000000000002,0.0,-0.0686,0.372395,-0.37559,0.3705,0.31795,0.33155
97,lɑnej,lahnaye,0.33999999999999997,-0.1532,0.20728,0.22232,-0.362,0.3472,0.29172,0.0,0.0,0.3556,0.35928,0.2528,0.20864,0.0,0.2912,-0.1384,-0.26004,0.0,0.0,0.400676,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
98,lɑnow,lahnow,0.33999999999999997,-0.1532,0.20728,0.22232,-0.362,0.3472,0.29172,0.0,0.0,0.3556,0.35928,0.2528,0.20864,0.0,0.2912,-0.1384,-0.26004,0.0,0.0,0.400676,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
99,lɑvi,lahvee,0.2125,-0.09575,0.31084999999999996,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.22225,0.22455,0.249925,0.1304,0.0,0.2984825,-0.0865,-0.086325,0.0,-0.0686,0.12197249999999998,-0.187795,0.18525,0.158975,0.165775
100,lɑvej,lahvaye,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
101,lɑvow,lahvow,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
102,lɑði,lahthey,0.2125,-0.09575,0.31084999999999996,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.22225,0.22455,0.249925,0.1304,0.0,0.2984825,-0.0865,-0.086325,0.0,-0.0686,0.12197249999999998,-0.187795,0.18525,0.158975,0.165775
103,lɑðej,lah-they,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
104,lɑðow,lah-though,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
105,lɑzi,lahzee,0.2125,-0.09575,0.31084999999999996,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.22225,0.22455,0.249925,0.1304,0.0,0.2984825,-0.0865,-0.086325,0.0,-0.0686,0.12197249999999998,-0.187795,0.18525,0.158975,0.165775
106,lɑzej,lahzaye,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
107,lɑzow,lahzow,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
108,lɑfi,lahfee,0.2125,-0.1782,0.38939999999999997,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.31775,0.22455,0.350175,0.1304,0.0,0.4689825,-0.0865,-0.086325,0.0,-0.0686,0.12197249999999998,-0.187795,0.18525,0.158975,0.165775
109,lɑfej,lahfaye,0.16999999999999998,-0.14256,0.16648000000000002,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.2542,0.17964,0.20659999999999998,0.10432,0.0,0.28200000000000003,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
110,lɑfow,lahfow,0.16999999999999998,-0.14256,0.16648000000000002,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.2542,0.17964,0.20659999999999998,0.10432,0.0,0.28200000000000003,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
111,lɑsi,lahsee,0.2125,-0.1782,0.38939999999999997,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.31775,0.22455,0.350175,0.1304,0.0,0.4689825,-0.0865,-0.086325,0.0,-0.0686,0.12197249999999998,-0.187795,0.18525,0.158975,0.165775
112,lɑsej,lahsaye,0.16999999999999998,-0.14256,0.16648000000000002,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.2542,0.17964,0.20659999999999998,0.10432,0.0,0.28200000000000003,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
113,lɑsow,lahsow,0.16999999999999998,-0.14256,0.16648000000000002,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.2542,0.17964,0.20659999999999998,0.10432,0.0,0.28200000000000003,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
114,lɑʃi,lahshee,0.2125,-0.1782,0.38939999999999997,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.31775,0.22455,0.350175,0.1304,0.0,0.4689825,-0.0865,-0.086325,0.0,-0.0686,0.12197249999999998,-0.187795,0.18525,0.158975,0.165775
115,lɑʃej,lahshaye,0.16999999999999998,-0.14256,0.16648000000000002,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.2542,0.17964,0.20659999999999998,0.10432,0.0,0.28200000000000003,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
116,lɑʃow,lahshow,0.16999999999999998,-0.14256,0.16648000000000002,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.2542,0.17964,0.20659999999999998,0.10432,0.0,0.28200000000000003,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
117,lɑbi,lahbee,0.2125,0.0024249999999999966,0.21589999999999998,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.22225,0.22455,0.155925,0.1304,0.06745,0.1877325,-0.0865,-0.086325,0.0,-0.0686,0.23647,-0.187795,0.18525,0.158975,0.165775
118,lɑbej,lahbaye,0.16999999999999998,0.0019399999999999973,0.027679999999999993,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.0512,0.10432,0.053959999999999994,0.056999999999999995,-0.0692,-0.13002,0.0,0.0,0.29193600000000003,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
119,lɑbow,lahbow,0.16999999999999998,0.0019399999999999973,0.027679999999999993,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.0512,0.10432,0.053959999999999994,0.056999999999999995,-0.0692,-0.13002,0.0,0.0,0.29193600000000003,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
120,lɑdi,lahdee,0.2125,0.0024249999999999966,0.21589999999999998,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.22225,0.22455,0.155925,0.1304,0.06745,0.1877325,-0.0865,-0.086325,0.0,-0.0686,0.23647,-0.187795,0.18525,0.158975,0.165775
121,lɑdej,lahdaye,0.16999999999999998,0.0019399999999999973,0.027679999999999993,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.0512,0.10432,0.053959999999999994,0.056999999999999995,-0.0692,-0.13002,0.0,0.0,0.29193600000000003,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
122,lɑdow,lahdow,0.16999999999999998,0.0019399999999999973,0.027679999999999993,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.0512,0.10432,0.053959999999999994,0.056999999999999995,-0.0692,-0.13002,0.0,0.0,0.29193600000000003,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
123,lɑɡi,lahggee,0.2125,-0.09575,0.31084999999999996,0.13895,-0.22625,0.130325,0.0557,0.0,-0.103075,0.22225,0.22455,0.249925,0.1304,0.0,0.2984825,-0.0865,-0.086325,0.0,-0.0686,0.12197249999999998,-0.187795,0.18525,0.158975,0.165775
124,lɑɡej,lahgaye,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
125,lɑɡow,lahgow,0.16999999999999998,-0.0766,0.10364,0.11116,-0.181,0.1736,0.14586,0.0,0.0,0.1778,0.17964,0.1264,0.10432,0.0,0.1456,-0.0692,-0.13002,0.0,0.0,0.200338,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
126,lɑpi,lahpee,0.08975,-0.09575,0.31084999999999996,0.04507499999999999,-0.10625000000000001,0.02642499999999999,-0.042075,0.0,-0.103075,0.07500000000000001,0.10335,0.249925,0.027774999999999994,0.0,0.1294825,-0.0865,-0.086325,0.0,-0.155185,-0.040557500000000024,-0.187795,0.0825,0.10162500000000001,0.04137500000000001
127,lɑpej,lahpaye,0.0718,-0.0766,0.10364,0.036059999999999995,-0.085,0.09047999999999999,0.06763999999999999,0.0,0.0,0.06000000000000001,0.08268,0.1264,0.022219999999999997,0.0,0.010399999999999987,-0.0692,-0.13002,0.0,-0.069268,0.07031399999999999,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
128,lɑpow,lahpow,0.0718,-0.0766,0.10364,0.036059999999999995,-0.085,0.09047999999999999,0.06763999999999999,0.0,0.0,0.06000000000000001,0.08268,0.1264,0.022219999999999997,0.0,0.010399999999999987,-0.0692,-0.13002,0.0,-0.069268,0.07031399999999999,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
129,lɑti,lahtee,0.08975,-0.09575,0.31084999999999996,0.04507499999999999,-0.10625000000000001,0.02642499999999999,-0.042075,0.0,-0.103075,0.07500000000000001,0.10335,0.249925,0.027774999999999994,0.0,0.1294825,-0.0865,-0.086325,0.0,-0.155185,-0.040557500000000024,-0.187795,0.0825,0.10162500000000001,0.04137500000000001
130,lɑtej,lahtaye,0.0718,-0.0766,0.10364,0.036059999999999995,-0.085,0.09047999999999999,0.06763999999999999,0.0,0.0,0.06000000000000001,0.08268,0.1264,0.022219999999999997,0.0,0.010399999999999987,-0.0692,-0.13002,0.0,-0.069268,0.07031399999999999,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
131,lɑtow,lahtow,0.0718,-0.0766,0.10364,0.036059999999999995,-0.085,0.09047999999999999,0.06763999999999999,0.0,0.0,0.06000000000000001,0.08268,0.1264,0.022219999999999997,0.0,0.010399999999999987,-0.0692,-0.13002,0.0,-0.069268,0.07031399999999999,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
132,lɑki,lahkee,0.08975,-0.09575,0.31084999999999996,0.04507499999999999,-0.10625000000000001,0.02642499999999999,-0.042075,0.0,-0.103075,0.07500000000000001,0.10335,0.249925,0.027774999999999994,0.0,0.1294825,-0.0865,-0.086325,0.0,-0.155185,-0.040557500000000024,-0.187795,0.0825,0.10162500000000001,0.04137500000000001
133,lɑkej,lahkaye,0.0718,-0.0766,0.10364,0.036059999999999995,-0.085,0.09047999999999999,0.06763999999999999,0.0,0.0,0.06000000000000001,0.08268,0.1264,0.022219999999999997,0.0,0.010399999999999987,-0.0692,-0.13002,0.0,-0.069268,0.07031399999999999,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
134,lɑkow,lahko,0.0718,-0.0766,0.10364,0.036059999999999995,-0.085,0.09047999999999999,0.06763999999999999,0.0,0.0,0.06000000000000001,0.08268,0.1264,0.022219999999999997,0.0,0.010399999999999987,-0.0692,-0.13002,0.0,-0.069268,0.07031399999999999,-0.15023599999999998,0.066,0.08130000000000001,0.033100000000000004
135,lowli,loelee,0.33999999999999997,-0.1532,0.35232,0.22232,-0.362,0.27786,0.19041999999999998,0.0,-0.08246,0.3556,0.35928,0.32633999999999996,0.20864,0.0,0.384386,-0.1384,-0.19908,0.0,-0.05488,0.29791599999999996,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
136,lowlej,loelaye,0.2833333333333333,-0.12766666666666668,0.17273333333333332,0.18526666666666666,-0.3016666666666667,0.28933333333333333,0.24309999999999998,0.0,0.0,0.29633333333333334,0.2994,0.21066666666666667,0.17386666666666664,0.0,0.24266666666666667,-0.11533333333333333,-0.2167,0.0,0.0,0.3338966666666667,-0.2503933333333333,0.247,0.21196666666666666,0.22103333333333333
137,lowlow,loelow,0.2833333333333333,-0.12766666666666668,0.17273333333333332,0.18526666666666666,-0.3016666666666667,0.28933333333333333,0.24309999999999998,0.0,0.0,0.29633333333333334,0.2994,0.21066666666666667,0.17386666666666664,0.0,0.24266666666666667,-0.11533333333333333,-0.2167,0.0,0.0,0.3338966666666667,-0.2503933333333333,0.247,0.21196666666666666,0.22103333333333333
138,lowmi,loemee,0.33999999999999997,-0.1532,0.35232,0.22232,-0.362,0.27786,0.19041999999999998,0.0,-0.08246,0.3556,0.35928,0.32633999999999996,0.20864,0.0,0.384386,-0.1384,-0.19908,0.0,-0.05488,0.29791599999999996,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
139,lowmej,loemaye,0.2833333333333333,-0.12766666666666668,0.17273333333333332,0.18526666666666666,-0.3016666666666667,0.28933333333333333,0.24309999999999998,0.0,0.0,0.29633333333333334,0.2994,0.21066666666666667,0.17386666666666664,0.0,0.24266666666666667,-0.11533333333333333,-0.2167,0.0,0.0,0.3338966666666667,-0.2503933333333333,0.247,0.21196666666666666,0.22103333333333333
140,lowmow,loemow,0.2833333333333333,-0.12766666666666668,0.17273333333333332,0.18526666666666666,-0.3016666666666667,0.28933333333333333,0.24309999999999998,0.0,0.0,0.29633333333333334,0.2994,0.21066666666666667,0.17386666666666664,0.0,0.24266666666666667,-0.11533333333333333,-0.2167,0.0,0.0,0.3338966666666667,-0.2503933333333333,0.247,0.21196666666666666,0.22103333333333333
141,lowni,loanee,0.33999999999999997,-0.1532,0.35232,0.22232,-0.362,0.27786,0.19041999999999998,0.0,-0.08246,0.3556,0.35928,0.32633999999999996,0.20864,0.0,0.384386,-0.1384,-0.19908,0.0,-0.05488,0.29791599999999996,-0.30047199999999996,0.2964,0.25436000000000003,0.26524000000000003
142,lownej,loanaye,0.2833333333333333,-0.12766666666666668,0.17273333333333332,0.18526666666666666,-0.3016666666666667,0.28933333333333333,0.24309999999999998,0.0,0.0,0.29633333333333334,0.2994,0.21066666666666667,0.17386666666666664,0.0,0.24266666666666667,-0.11533333333333333,-0.2167,0.0,0.0,0.3338966666666667,-0.2503933333333333,0.247,0.21196666666666666,0.22103333333333333
143,lownow,loanow,0.2833333333333333,-0.12766666666666668,0.17273333333333332,0.18526666666666666,-0.3016666666666667,0.28933333333333333,0.24309999999999998,0.0,0.0,0.29633333333333334,0.2994,0.21066666666666667,0.17386666666666664,0.0,0.24266666666666667,-0.11533333333333333,-0.2167,0.0,0.0,0.3338966666666667,-0.2503933333333333,0.247,0.21196666666666666,0.22103333333333333
144,lowvi,loevee,0.16999999999999998,-0.0766,0.24867999999999996,0.11116,-0.181,0.10425999999999999,0.04456,0.0,-0.08246,0.1778,0.17964,0.19994,0.10432,0.0,0.238786,-0.0692,-0.06906,0.0,-0.05488,0.09757799999999998,-0.15023599999999998,0.1482,0.12718000000000002,0.13262000000000002
145,lowvej,loevaye,0.14166666666666666,-0.06383333333333334,0.08636666666666666,0.09263333333333333,-0.15083333333333335,0.14466666666666667,0.12154999999999999,0.0,0.0,0.14816666666666667,0.1497,0.10533333333333333,0.08693333333333332,0.0,0.12133333333333333,-0.057666666666666665,-0.10835,0.0,0.0,0.16694833333333334,-0.12519666666666665,0.1235,0.10598333333333333,0.11051666666666667
